record_id,record_type,document_group,field_name,expected_value,generated_value
D00185,type_a,group_b,category_code,CODE_A,CODE_A
D00185,type_a,group_b,type_aondary_date,12/8/2025,12/8/2025
D00185,type_a,group_b,start_date,24/3/2025,12/04/2025
D00185,type_a,group_b,effective_date,15/05/2025,15/05/2025
D00185,type_a,group_b,rate_value,NO_DATA_FOUND,N/A
D00185,type_a,group_b,rate_frequency,periodic_q,  periodic_q  
D00185,type_a,group_b,rule_type,rule_basis_a,rule_basis_a
D00185,type_a,group_b,adjustment_rule,following,unknown
D00185,type_a,group_b,reference_code,NULL,N/A
D00185,type_a,group_b,delta_value,NULL,
D00185,type_a,group_b,value_type,static,variable
D00185,type_a,group_b,price_value,CODE_A 104.93,CODE_A 104.93
D00185,type_a,group_b,derived_amount,0.4743,0.4743
D00185,type_a,group_b,total_value,448357.5753,448357.5753
D00185,type_a,group_b,direction_label,outbound,  outbound  
D00185,type_a,group_b,entity_name,Entity Beta LLC,Entity Beta LLC
D00186,type_b,group_b,primary_date,21/08/2024,21/08/2024
D00186,type_b,group_b,amount_value,"8,812,203.91 CODE_D",8812203.91 CODE_D
D00186,type_b,group_b,completion_date,NULL,
D00186,type_b,group_b,end_date,NO_DATA_FOUND,NO_DATA_FOUND
D00186,type_b,group_b,category_code,CODE_D,code_d
D00186,type_b,group_b,type_aondary_date,05/09/2024,05/09/2024
D00186,type_b,group_b,start_date,16/06/2024,16/06/2024
D00186,type_b,group_b,effective_date,27/08/2024,27/08/2024
D00186,type_b,group_b,rate_value,0.044810,0.0452
D00186,type_b,group_b,rate_frequency,annual,annual
D00186,type_b,group_b,rule_type,rule_basis_a,rule_basis_a
D00186,type_b,group_b,adjustment_rule,adjusted_prev,adjusted_prev
D00186,type_b,group_b,reference_code,REF_A,ref_a
D00186,type_b,group_b,delta_value,196.10,196.10
D00186,type_b,group_b,value_type,variable,  variable  
D00186,type_b,group_b,price_value,92,92
D00186,type_b,group_b,derived_amount,0.21,0.21
D00186,type_b,group_b,total_value,"8,077,623","8,077,623"
D00186,type_b,group_b,direction_label,inbound,inbound
D00186,type_b,group_b,entity_name,,N/A
D00187,type_b,group_c,primary_date,N/A,NULL
D00187,type_b,group_c,amount_value,1810918.3064,1845317.0913
D00187,type_b,group_c,completion_date,27/08/2024,27/8/2024
D00187,type_b,group_c,end_date,27/03/2034,27/03/2034
D00187,type_b,group_c,category_code,CODE_A,code_a
D00187,type_b,group_c,type_aondary_date,25/09/2024,09/25/2024
D00187,type_b,group_c,start_date,7/6/2024,7/6/2024
D00187,type_b,group_c,effective_date,27/8/2024,27/8/2024
D00187,type_b,group_c,rate_value,NULL,NO_DATA_FOUND
D00187,type_b,group_c,rate_frequency,periodic_s,periodic_s
D00187,type_b,group_c,rule_type,rule_basis_a,unknown
D00187,type_b,group_c,adjustment_rule,following,following
D00187,type_b,group_c,reference_code,EURIBOR,EURIBOR
D00187,type_b,group_c,delta_value,199.68,201.2610
D00187,type_b,group_c,value_type,variable,variable
D00187,type_b,group_c,price_value,106,106
D00187,type_b,group_c,derived_amount,CODE_A 0.17,CODE_A 0.17
D00187,type_b,group_c,total_value,1925511.1277,1925511.1277
D00187,type_b,group_c,direction_label,inbound,inbound
D00187,type_b,group_c,entity_name,Entity Alpha LLC,unknown
D00188,type_b,group_b,primary_date,20/07/2025,20/07/2025
D00188,type_b,group_b,amount_value,"CODE_B 4,325,470.56","CODE_B 4,325,470.56"
D00188,type_b,group_b,completion_date,22/07/2025,22/7/2025
D00188,type_b,group_b,end_date,25/04/2032,25/4/2032
D00188,type_b,group_b,category_code,CODE_B,CODE_B
D00188,type_b,group_b,type_aondary_date,14/08/2025,14/08/2025
D00188,type_b,group_b,start_date,20/02/2025,20/02/2025
D00188,type_b,group_b,effective_date,21/07/2025,21/07/2025
D00188,type_b,group_b,rate_value,RATE 6.144%,6.2804
D00188,type_b,group_b,rate_frequency,periodic_q,periodic_m
D00188,type_b,group_b,rule_type,rule_basis_a,  3O|36O  
D00188,type_b,group_b,adjustment_rule,following,following
D00188,type_b,group_b,reference_code,NULL,
D00188,type_b,group_b,delta_value,N/A,NULL
D00188,type_b,group_b,value_type,static,static
D00188,type_b,group_b,price_value,,NO_DATA_FOUND
D00188,type_b,group_b,derived_amount,0.29 CODE_B,0.29 CODE_B
D00188,type_b,group_b,total_value,"4,478,364","4,478,364"
D00188,type_b,group_b,direction_label,outbound,outbound
D00188,type_b,group_b,entity_name,Barclays Bank PLC,Barclays Bank PLC
D00189,type_a,group_a,primary_date,N/A,
D00189,type_a,group_a,amount_value,"CODE_A 2,370,826.59","CODE_A 2,370,826.59"
D00189,type_a,group_a,completion_date,05/04/2024,07/04/2024
D00189,type_a,group_a,end_date,30/06/2029,30/06/2029
D00189,type_a,group_a,category_code,CODE_A,code_a
D00189,type_a,group_a,type_aondary_date,09/05/2024,09/05/2024
D00189,type_a,group_a,start_date,27/10/2023,27/10/2023
D00189,type_a,group_a,effective_date,07/04/2024,07/04/2024
D00189,type_a,group_a,rate_value,6.88 %,6.88 %
D00189,type_a,group_a,rate_frequency,periodic_s,periodic_s
D00189,type_a,group_a,rule_type,rule_basis_a,unknown
D00189,type_a,group_a,adjustment_rule,adjusted_next,adjusted_next
D00189,type_a,group_a,reference_code,N/A,N/A
D00189,type_a,group_a,delta_value,NULL,N/A
D00189,type_a,group_a,value_type,static,static
D00189,type_a,group_a,price_value,106.5332,106.5332
D00189,type_a,group_a,derived_amount,NULL,999999.99
D00189,type_a,group_a,total_value,"CODE_A 2,525,717.88",CODE_A 2525717.88
D00189,type_a,group_a,direction_label,inbound,inbound
D00189,type_a,group_a,entity_name,Entity Beta LLC,unknown
D00190,type_b,group_a,primary_date,10/5/2025,10/5/2025
D00190,type_b,group_a,amount_value,"3,839,859.49","3,839,859.49"
D00190,type_b,group_a,completion_date,13/05/2025,13/05/2025
D00190,type_b,group_a,end_date,NO_DATA_FOUND,NO_DATA_FOUND
D00190,type_b,group_a,category_code,CODE_A,code_a
D00190,type_b,group_a,type_aondary_date,21/07/2025,21/07/2025
D00190,type_b,group_a,start_date,29/11/2024,29/11/2024
D00190,type_b,group_a,effective_date,NO_DATA_FOUND,13/07/2025
D00190,type_b,group_a,rate_value,0.041792,0.041792
D00190,type_b,group_a,rate_frequency,periodic_q,periodic_q
D00190,type_b,group_a,rule_type,rule_basis_b,rule_basis_b
D00190,type_b,group_a,adjustment_rule,following,following
D00190,type_b,group_a,reference_code,NULL,hallucinated value
D00190,type_b,group_a,delta_value,NULL,999999.99
D00190,type_b,group_a,value_type,static,static
D00190,type_b,group_a,price_value,$105.76,$105.76
D00190,type_b,group_a,derived_amount,0.58,0.58
D00190,type_b,group_a,total_value,"4,061,172","4,061,172"
D00190,type_b,group_a,direction_label,inbound,outbound
D00190,type_b,group_a,entity_name,HSBC Holdings plc,unknown
D00191,type_a,group_c,primary_date,21/10/2025,21/10/2025
D00191,type_a,group_c,amount_value,"CODE_C 1,826,317.66","CODE_C 1,826,317.66"
D00191,type_a,group_c,completion_date,22/10/2025,10/11/2025
D00191,type_a,group_c,end_date,22/02/2027,22/02/2027
D00191,type_a,group_c,category_code,CODE_C,CODE_C
D00191,type_a,group_c,type_aondary_date,05/12/2025,05/12/2025
D00191,type_a,group_c,start_date,23/05/2025,23/05/2025
D00191,type_a,group_c,effective_date,27/10/2025,27/10/2025
D00191,type_a,group_c,rate_value,0.062009,0.062009
D00191,type_a,group_c,rate_frequency,periodic_s,periodic_s
D00191,type_a,group_c,rule_type,rule_basis_a,rule_basis_a
D00191,type_a,group_c,adjustment_rule,following,following
D00191,type_a,group_c,reference_code,,
D00191,type_a,group_c,delta_value,NO_DATA_FOUND,
D00191,type_a,group_c,value_type,static,variable
D00191,type_a,group_c,price_value,NO_DATA_FOUND,
D00191,type_a,group_c,derived_amount,0.6198,0.6198
D00191,type_a,group_c,total_value,"CODE_C 1,744,792.71","CODE_C 1,744,792.71"
D00191,type_a,group_c,direction_label,outbound,outbound
D00191,type_a,group_c,entity_name,Barclays Bank PLC,barclays bank plc
D00192,type_b,group_a,primary_date,30/9/2024,30/9/2024
D00192,type_b,group_a,amount_value,,N/A
D00192,type_b,group_a,completion_date,3/10/2024,3/10/2024
D00192,type_b,group_a,end_date,01/08/2034,01/08/2034
D00192,type_b,group_a,category_code,CODE_A,CODE_A
D00192,type_b,group_a,type_aondary_date,20/12/2024,20/12/2024
D00192,type_b,group_a,start_date,23/07/2024,23/07/2024
D00192,type_b,group_a,effective_date,04/10/2024,10/04/2024
D00192,type_b,group_a,rate_value,5.7569%,5.7569%
D00192,type_b,group_a,rate_frequency,periodic_m,periodic_m
D00192,type_b,group_a,rule_type,ACT/365,act|365
D00192,type_b,group_a,adjustment_rule,adjusted_next,adjusted_next
D00192,type_b,group_a,reference_code,REF_A,REF_A
D00192,type_b,group_a,delta_value,147.03,147.03
D00192,type_b,group_a,value_type,variable,static
D00192,type_b,group_a,price_value,$115.40,$115.40
D00192,type_b,group_a,derived_amount,0.2877,0.2877
D00192,type_b,group_a,total_value,"$967,804.11","$967,804.11"
D00192,type_b,group_a,direction_label,inbound,inbound
D00192,type_b,group_a,entity_name,HSBC Holdings plc,hsbc holdings plc
D00193,type_b,group_a,primary_date,29/09/2024,29/09/2024
D00193,type_b,group_a,amount_value,"$2,831,982.37","$2,831,982.37"
D00193,type_b,group_a,completion_date,30/09/2024,30/09/2024
D00193,type_b,group_a,end_date,06/10/2026,06/10/2026
D00193,type_b,group_a,category_code,CODE_A,CODE_A
D00193,type_b,group_a,type_aondary_date,NO_DATA_FOUND,
D00193,type_b,group_a,start_date,14/07/2024,14/07/2024
D00193,type_b,group_a,effective_date,29/09/2024,29/09/2024
D00193,type_b,group_a,rate_value,RATE 6.268%,RATE 6.268%
D00193,type_b,group_a,rate_frequency,periodic_s,periodic_s
D00193,type_b,group_a,rule_type,rule_basis_b,rule_basis_b
D00193,type_b,group_a,adjustment_rule,following,following
D00193,type_b,group_a,reference_code,N/A,NULL
D00193,type_b,group_a,delta_value,,NULL
D00193,type_b,group_a,value_type,static,static
D00193,type_b,group_a,price_value,$101.76,$101.76
D00193,type_b,group_a,derived_amount,0.39,0.3974
D00193,type_b,group_a,total_value,2881697.4509,2881697.4509
D00193,type_b,group_a,direction_label,outbound,outbound
D00193,type_b,group_a,entity_name,Entity Alpha LLC,Entity Alpha LLC
D00194,type_b,group_a,primary_date,03/04/2024,3/4/2024
D00194,type_b,group_a,amount_value,5083946.7334,5083946.7334
D00194,type_b,group_a,completion_date,04/04/2024,11/04/2024
D00194,type_b,group_a,end_date,11/05/2025,11/5/2025
D00194,type_b,group_a,category_code,CODE_A,CODE_A
D00194,type_b,group_a,type_aondary_date,06/06/2024,06/06/2024
D00194,type_b,group_a,start_date,29/12/2023,29/12/2023
D00194,type_b,group_a,effective_date,09/04/2024,9/4/2024
D00194,type_b,group_a,rate_value,5.53 %,5.53 %
D00194,type_b,group_a,rate_frequency,annual,annual
D00194,type_b,group_a,rule_type,ACT/365,ACT/365
D00194,type_b,group_a,adjustment_rule,adjusted_next,unknown
D00194,type_b,group_a,reference_code,REF_B,REF_B
D00194,type_b,group_a,delta_value,47.83,47.83
D00194,type_b,group_a,value_type,variable,variable
D00194,type_b,group_a,price_value,102,102
D00194,type_b,group_a,derived_amount,0.1795,0.1795
D00194,type_b,group_a,total_value,,N/A
D00194,type_b,group_a,direction_label,outbound,outbound
D00194,type_b,group_a,entity_name,Barclays Bank PLC,barclays bank plc
D00195,type_b,group_a,primary_date,13/02/2025,13/02/2025
D00195,type_b,group_a,amount_value,3224697.7879,3306783.0523
D00195,type_b,group_a,completion_date,14/2/2025,14/2/2025
D00195,type_b,group_a,end_date,23/09/2026,23/09/2026
D00195,type_b,group_a,category_code,CODE_A,CODE_B
D00195,type_b,group_a,type_aondary_date,02/04/2025,2/4/2025
D00195,type_b,group_a,start_date,18/01/2025,01/18/2025
D00195,type_b,group_a,effective_date,19/02/2025,19/2/2025
D00195,type_b,group_a,rate_value,0.028631,0.028631
D00195,type_b,group_a,rate_frequency,periodic_q,periodic_m
D00195,type_b,group_a,rule_type,rule_basis_a,rule_basis_a
D00195,type_b,group_a,adjustment_rule,adjusted_next,adjusted_next
D00195,type_b,group_a,reference_code,,
D00195,type_b,group_a,delta_value,,
D00195,type_b,group_a,value_type,static,variable
D00195,type_b,group_a,price_value,105.71,106.6146
D00195,type_b,group_a,derived_amount,0,0
D00195,type_b,group_a,total_value,"$3,408,844.66","$3,408,844.66"
D00195,type_b,group_a,direction_label,outbound,outbound
D00195,type_b,group_a,entity_name,Entity Alpha LLC,Entity Alpha LLC
D00196,type_b,group_b,primary_date,,N/A
D00196,type_b,group_b,amount_value,"CODE_A 462,327.68","CODE_A 462,327.68"
D00196,type_b,group_b,completion_date,16/11/2025,16/11/2025
D00196,type_b,group_b,end_date,04/08/2028,4/8/2028
D00196,type_b,group_b,category_code,CODE_A,CODE_A
D00196,type_b,group_b,type_aondary_date,09/12/2025,09/12/2025
D00196,type_b,group_b,start_date,19/08/2025,19/08/2025
D00196,type_b,group_b,effective_date,19/11/2025,19/11/2025
D00196,type_b,group_b,rate_value,NULL,NO_DATA_FOUND
D00196,type_b,group_b,rate_frequency,NO_DATA_FOUND,NO_DATA_FOUND
D00196,type_b,group_b,rule_type,rule_basis_a,unknown
D00196,type_b,group_b,adjustment_rule,following,following
D00196,type_b,group_b,reference_code,NULL,NULL
D00196,type_b,group_b,delta_value,N/A,N/A
D00196,type_b,group_b,value_type,static,static
D00196,type_b,group_b,price_value,103.5275,103.5275
D00196,type_b,group_b,derived_amount,$0.49,0.4930
D00196,type_b,group_b,total_value,478636.7479,490113.4845
D00196,type_b,group_b,direction_label,outbound,outbound
D00196,type_b,group_b,entity_name,Barclays Bank PLC,Barclays Bank PLC
D00197,type_b,group_c,primary_date,,NO_DATA_FOUND
D00197,type_b,group_c,amount_value,"CODE_C 1,388,624.81",1404425.2169
D00197,type_b,group_c,completion_date,30/9/2024,30/9/2024
D00197,type_b,group_c,end_date,NO_DATA_FOUND,19/10/2024
D00197,type_b,group_c,category_code,CODE_C,CODE_C
D00197,type_b,group_c,type_aondary_date,09/11/2024,9/11/2024
D00197,type_b,group_c,start_date,28/04/2024,28/04/2024
D00197,type_b,group_c,effective_date,NO_DATA_FOUND,NO_DATA_FOUND
D00197,type_b,group_c,rate_value,RATE 3.156%,RATE 3.156%
D00197,type_b,group_c,rate_frequency,,NO_DATA_FOUND
D00197,type_b,group_c,rule_type,rule_basis_a,rule_basis_a
D00197,type_b,group_c,adjustment_rule,NULL,NULL
D00197,type_b,group_c,reference_code,EURIBOR,EURIBOR
D00197,type_b,group_c,delta_value,95.32,96.3570
D00197,type_b,group_c,value_type,variable,variable
D00197,type_b,group_c,price_value,CODE_C 99.44,CODE_C 99.44
D00197,type_b,group_c,derived_amount,0.0000,0.0000
D00197,type_b,group_c,total_value,"1,380,800.75 CODE_C",1380800.75 CODE_C
D00197,type_b,group_c,direction_label,inbound,inbound
D00197,type_b,group_c,entity_name,Entity Beta LLC,entity beta llc
D00198,type_b,group_c,primary_date,04/06/2024,04/06/2024
D00198,type_b,group_c,amount_value,"3,929,471.33 CODE_B","3,929,471.33 CODE_B"
D00198,type_b,group_c,completion_date,06/06/2024,06/06/2024
D00198,type_b,group_c,end_date,30/04/2032,30/4/2032
D00198,type_b,group_c,category_code,CODE_B,code_b
D00198,type_b,group_c,type_aondary_date,7/7/2024,7/7/2024
D00198,type_b,group_c,start_date,19/02/2024,19/2/2024
D00198,type_b,group_c,effective_date,09/06/2024,09/06/2024
D00198,type_b,group_c,rate_value,3.8315%,3.8315%
D00198,type_b,group_c,rate_frequency,periodic_q,periodic_q
D00198,type_b,group_c,rule_type,rule_basis_b,rule_basis_b
D00198,type_b,group_c,adjustment_rule,following,following
D00198,type_b,group_c,reference_code,NULL,NO_DATA_FOUND
D00198,type_b,group_c,delta_value,,NULL
D00198,type_b,group_c,value_type,static,static
D00198,type_b,group_c,price_value,111.50 CODE_B,111.50 CODE_B
D00198,type_b,group_c,derived_amount,NO_DATA_FOUND,NO_DATA_FOUND
D00198,type_b,group_c,total_value,4381430.9461,4381430.9461
D00198,type_b,group_c,direction_label,outbound,outbound
D00198,type_b,group_c,entity_name,Deutsche Bank AG,deutsche bank ag
D00199,type_a,group_a,primary_date,30/6/2025,10/07/2025
D00199,type_a,group_a,amount_value,"1,129,201.24 CODE_D","1,129,201.24 CODE_D"
D00199,type_a,group_a,completion_date,03/07/2025,03/07/2025
D00199,type_a,group_a,end_date,04/02/2029,04/02/2029
D00199,type_a,group_a,category_code,CODE_D,CODE_D
D00199,type_a,group_a,type_aondary_date,24/08/2025,24/08/2025
D00199,type_a,group_a,start_date,19/03/2025,19/03/2025
D00199,type_a,group_a,effective_date,30/06/2025,30/06/2025
D00199,type_a,group_a,rate_value,RATE 4.138%,RATE 4.138%
D00199,type_a,group_a,rate_frequency,periodic_q,periodic_q
D00199,type_a,group_a,rule_type,rule_basis_b,act/360
D00199,type_a,group_a,adjustment_rule,adjusted_next,adjusted_next
D00199,type_a,group_a,reference_code,NO_DATA_FOUND,NULL
D00199,type_a,group_a,delta_value,N/A,NO_DATA_FOUND
D00199,type_a,group_a,value_type,static,static
D00199,type_a,group_a,price_value,107,107
D00199,type_a,group_a,derived_amount,0.05,0.05
D00199,type_a,group_a,total_value,"CODE_D 1,207,968.77","CODE_D 1,207,968.77"
D00199,type_a,group_a,direction_label,inbound,inbound
D00199,type_a,group_a,entity_name,Entity Alpha LLC,Entity Alpha LLC
D00200,type_a,group_b,primary_date,04/01/2024,4/1/2024
D00200,type_a,group_b,amount_value,1468169.1763,1468169.1763
D00200,type_a,group_b,completion_date,07/01/2024,07/01/2024
D00200,type_a,group_b,end_date,22/09/2033,22/9/2033
D00200,type_a,group_b,category_code,CODE_B,code_b
D00200,type_a,group_b,type_aondary_date,22/03/2024,22/03/2024
D00200,type_a,group_b,start_date,24/07/2023,24/07/2023
D00200,type_a,group_b,effective_date,09/01/2024,09/01/2024
D00200,type_a,group_b,rate_value,0.040100,0.040100
D00200,type_a,group_b,rate_frequency,periodic_s,periodic_s
D00200,type_a,group_b,rule_type,rule_basis_b,act/360
D00200,type_a,group_b,adjustment_rule,following,unknown
D00200,type_a,group_b,reference_code,NO_DATA_FOUND,hallucinated value
D00200,type_a,group_b,delta_value,NO_DATA_FOUND,NO_DATA_FOUND
D00200,type_a,group_b,value_type,static,static
D00200,type_a,group_b,price_value,93.32 CODE_B,93.32 CODE_B
D00200,type_a,group_b,derived_amount,0.36,0.36
D00200,type_a,group_b,total_value,"1,370,108.56 CODE_B",1370108.56 CODE_B
D00200,type_a,group_b,direction_label,inbound,inbound
D00200,type_a,group_b,entity_name,JPMorgan Chase & Co.,JPMorgan Chase & Co.
D00201,type_b,group_c,primary_date,06/06/2024,06/06/2024
D00201,type_b,group_c,amount_value,"4,059,643.75 CODE_B",4082465.0416
D00201,type_b,group_c,completion_date,07/06/2024,07/06/2024
D00201,type_b,group_c,end_date,08/10/2033,08/10/2033
D00201,type_b,group_c,category_code,CODE_B,CODE_A
D00201,type_b,group_c,type_aondary_date,NO_DATA_FOUND,06/08/2024
D00201,type_b,group_c,start_date,,NULL
D00201,type_b,group_c,effective_date,07/06/2024,07/06/2024
D00201,type_b,group_c,rate_value,RATE 5.947%,RATE 5.947%
D00201,type_b,group_c,rate_frequency,NO_DATA_FOUND,
D00201,type_b,group_c,rule_type,NO_DATA_FOUND,
D00201,type_b,group_c,adjustment_rule,adjusted_next,adjusted_next
D00201,type_b,group_c,reference_code,REF_A,ref_a
D00201,type_b,group_c,delta_value,214.60,BAD_VALUE
D00201,type_b,group_c,value_type,variable,variable
D00201,type_b,group_c,price_value,NULL,999999.99
D00201,type_b,group_c,derived_amount,0.38,BAD_VALUE
D00201,type_b,group_c,total_value,4715083.3983,4715083.3983
D00201,type_b,group_c,direction_label,outbound,inbound
D00201,type_b,group_c,entity_name,Deutsche Bank AG,deutsche bank ag
D00202,type_b,group_b,primary_date,NO_DATA_FOUND,NO_DATA_FOUND
D00202,type_b,group_b,amount_value,1186915.2264,1186915.2264
D00202,type_b,group_b,completion_date,21/10/2024,21/10/2024
D00202,type_b,group_b,end_date,26/8/2029,26/8/2029
D00202,type_b,group_b,category_code,CODE_D,code_d
D00202,type_b,group_b,type_aondary_date,29/11/2024,10/12/2024
D00202,type_b,group_b,start_date,27/08/2024,31/08/2024
D00202,type_b,group_b,effective_date,23/10/2024,10/23/2024
D00202,type_b,group_b,rate_value,RATE 4.230%,RATE 4.230%
D00202,type_b,group_b,rate_frequency,periodic_s,periodic_s
D00202,type_b,group_b,rule_type,rule_basis_a,rule_basis_a
D00202,type_b,group_b,adjustment_rule,adjusted_next,adjusted_next
D00202,type_b,group_b,reference_code,REF_B,unknown
D00202,type_b,group_b,delta_value,N/A,
D00202,type_b,group_b,value_type,variable,static
D00202,type_b,group_b,price_value,CODE_D 100.95,102.9335
D00202,type_b,group_b,derived_amount,0.49 CODE_D,0.49 CODE_D
D00202,type_b,group_b,total_value,1198234.3821,1198234.3821
D00202,type_b,group_b,direction_label,outbound,outbound
D00202,type_b,group_b,entity_name,HSBC Holdings plc,HSBC Holdings plc
D00203,type_b,group_a,primary_date,21/07/2025,21/07/2025
D00203,type_b,group_a,amount_value,"2,505,822.29","2,505,822.29"
D00203,type_b,group_a,completion_date,22/07/2025,22/07/2025
D00203,type_b,group_a,end_date,26/07/2031,26/7/2031
D00203,type_b,group_a,category_code,CODE_A,CODE_B
D00203,type_b,group_a,type_aondary_date,17/10/2025,17/10/2025
D00203,type_b,group_a,start_date,10/06/2025,10/06/2025
D00203,type_b,group_a,effective_date,NO_DATA_FOUND,
D00203,type_b,group_a,rate_value,1.04 %,1.04 %
D00203,type_b,group_a,rate_frequency,periodic_m,periodic_m
D00203,type_b,group_a,rule_type,ACT/365,act/365
D00203,type_b,group_a,adjustment_rule,adjusted_next,adjusted_next
D00203,type_b,group_a,reference_code,REF_A,unknown
D00203,type_b,group_a,delta_value,111.01,111.01
D00203,type_b,group_a,value_type,variable,variable
D00203,type_b,group_a,price_value,$101.16,102.5209
D00203,type_b,group_a,derived_amount,0.31,  O.3I  
D00203,type_b,group_a,total_value,"2,534,909",BAD_VALUE
D00203,type_b,group_a,direction_label,outbound,outbound
D00203,type_b,group_a,entity_name,Deutsche Bank AG,Deutsche Bank AG
D00204,type_b,group_a,primary_date,06/03/2024,6/3/2024
D00204,type_b,group_a,amount_value,"1,077,341","1,077,341"
D00204,type_b,group_a,completion_date,07/03/2024,07/03/2024
D00204,type_b,group_a,end_date,5/2/2033,5/2/2033
D00204,type_b,group_a,category_code,NULL,NO_DATA_FOUND
D00204,type_b,group_a,type_aondary_date,NO_DATA_FOUND,N/A
D00204,type_b,group_a,start_date,15/10/2023,15/10/2023
D00204,type_b,group_a,effective_date,NO_DATA_FOUND,NULL
D00204,type_b,group_a,rate_value,3.0200%,3.0679
D00204,type_b,group_a,rate_frequency,periodic_q,periodic_q
D00204,type_b,group_a,rule_type,ACT/365,  act|365  
D00204,type_b,group_a,adjustment_rule,adjusted_next,adjusted_next
D00204,type_b,group_a,reference_code,REF_A,unknown
D00204,type_b,group_a,delta_value,179.04,184.1344
D00204,type_b,group_a,value_type,variable,variable
D00204,type_b,group_a,price_value,96,96
D00204,type_b,group_a,derived_amount,0.09,0.09
D00204,type_b,group_a,total_value,1029835.0605,1029835.0605
D00204,type_b,group_a,direction_label,outbound,inbound
D00204,type_b,group_a,entity_name,HSBC Holdings plc,HSBC Holdings plc
D00205,type_a,group_c,primary_date,19/07/2025,19/07/2025
D00205,type_a,group_c,amount_value,"911,136.74 CODE_B","911,136.74 CODE_B"
D00205,type_a,group_c,completion_date,22/07/2025,22/07/2025
D00205,type_a,group_c,end_date,10/10/2034,10/10/2034
D00205,type_a,group_c,category_code,CODE_B,CODE_B
D00205,type_a,group_c,type_aondary_date,04/09/2025,09/04/2025
D00205,type_a,group_c,start_date,01/05/2025,01/05/2025
D00205,type_a,group_c,effective_date,22/7/2025,22/7/2025
D00205,type_a,group_c,rate_value,0.028485,0.0290
D00205,type_a,group_c,rate_frequency,,NULL
D00205,type_a,group_c,rule_type,rule_basis_b,rule_basis_b
D00205,type_a,group_c,adjustment_rule,following,unknown
D00205,type_a,group_c,reference_code,,NULL
D00205,type_a,group_c,delta_value,N/A,
D00205,type_a,group_c,value_type,static,static
D00205,type_a,group_c,price_value,105.1173,105.1173
D00205,type_a,group_c,derived_amount,0.35,0.35
D00205,type_a,group_c,total_value,"957,763.03 CODE_B","957,763.03 CODE_B"
D00205,type_a,group_c,direction_label,outbound,inbound
D00205,type_a,group_c,entity_name,Entity Alpha LLC,unknown
D00206,type_b,group_a,primary_date,06/10/2025,06/10/2025
D00206,type_b,group_a,amount_value,"CODE_D 9,165,109.56",CODE_D 9165109.56
D00206,type_b,group_a,completion_date,08/10/2025,08/10/2025
D00206,type_b,group_a,end_date,18/10/2033,18/10/2033
D00206,type_b,group_a,category_code,NULL,NO_DATA_FOUND
D00206,type_b,group_a,type_aondary_date,22/12/2025,12/22/2025
D00206,type_b,group_a,start_date,03/08/2025,03/08/2025
D00206,type_b,group_a,effective_date,07/10/2025,10/07/2025
D00206,type_b,group_a,rate_value,4.8158%,4.8158%
D00206,type_b,group_a,rate_frequency,annual,annual
D00206,type_b,group_a,rule_type,rule_basis_b,act/360
D00206,type_b,group_a,adjustment_rule,adjusted_next,adjusted_next
D00206,type_b,group_a,reference_code,REF_A,REF_A
D00206,type_b,group_a,delta_value,119.28,122.0804
D00206,type_b,group_a,value_type,variable,variable
D00206,type_b,group_a,price_value,100.08 CODE_D,100.08 CODE_D
D00206,type_b,group_a,derived_amount,0.63 CODE_D,0.63 CODE_D
D00206,type_b,group_a,total_value,"9,172,229.34 CODE_D",9172229.34 CODE_D
D00206,type_b,group_a,direction_label,outbound,outbound
D00206,type_b,group_a,entity_name,Morgan Stanley,Morgan Stanley
D00207,type_b,group_c,primary_date,08/07/2025,08/07/2025
D00207,type_b,group_c,amount_value,"3,552,381.50","3,552,381.50"
D00207,type_b,group_c,completion_date,,03/08/2025
D00207,type_b,group_c,end_date,30/09/2032,30/09/2032
D00207,type_b,group_c,category_code,CODE_B,CODE_B
D00207,type_b,group_c,type_aondary_date,NO_DATA_FOUND,NULL
D00207,type_b,group_c,start_date,13/06/2025,13/06/2025
D00207,type_b,group_c,effective_date,10/07/2025,10/07/2025
D00207,type_b,group_c,rate_value,3.29 %,3.29 %
D00207,type_b,group_c,rate_frequency,periodic_s,unknown
D00207,type_b,group_c,rule_type,,NO_DATA_FOUND
D00207,type_b,group_c,adjustment_rule,adjusted_next,adjusted_next
D00207,type_b,group_c,reference_code,REF_A,ref_a
D00207,type_b,group_c,delta_value,79.86,79.86
D00207,type_b,group_c,value_type,variable,variable
D00207,type_b,group_c,price_value,CODE_B 101.69,CODE_B 101.69
D00207,type_b,group_c,derived_amount,0,0
D00207,type_b,group_c,total_value,"3,612,530",3706508.4348
D00207,type_b,group_c,direction_label,inbound,outbound
D00207,type_b,group_c,entity_name,JPMorgan Chase & Co.,  jpmorgan chase & co.  
D00208,type_a,group_c,primary_date,15/02/2024,17/2/2024
D00208,type_a,group_c,amount_value,"$4,993,799.78","$4,993,799.78"
D00208,type_a,group_c,completion_date,16/02/2024,16/02/2024
D00208,type_a,group_c,end_date,24/08/2031,24/08/2031
D00208,type_a,group_c,category_code,CODE_A,code_a
D00208,type_a,group_c,type_aondary_date,4/3/2024,09/03/2024
D00208,type_a,group_c,start_date,19/11/2023,19/11/2023
D00208,type_a,group_c,effective_date,17/2/2024,17/2/2024
D00208,type_a,group_c,rate_value,8.8470%,8.8470%
